,StreetAddress,City,State,ZipCode,Latitude,Longitude,Price,YearBuilt,LotSize,HomeType,Zestimate,Bedrooms,Bathrooms,LivingArea,HOA,BrokerageName,LastSoldPrice,HomeStatus,Parking
157,330 Berry St UNIT 305,San Francisco,CA,94158,37.773525,-122.39674,498888,0,28441,CONDO,499300,2,2,902,587,Kinetic Real Estate,,FOR_SALE,0
158,2845-2847 Turk Blvd,San Francisco,CA,94118,37.777718,-122.45224,2250000,1939,2247,MULTI_FAMILY,,4,2,2975,,Corcoran Global Living,,FOR_SALE,2
159,58 Graystone Ter,San Francisco,CA,94114,37.75827,-122.447586,3995000,1912,4151,SINGLE_FAMILY,,4,3,3597,,Compass,,FOR_SALE,2
160,1245 Broadway St UNIT 3,San Francisco,CA,94109,37.79639,-122.41787,749000,1912,2199,CONDO,,1,1,714,250,Sotheby's International Realty,710000,FOR_SALE,0
161,1421 22nd Ave,San Francisco,CA,94122,37.76106,-122.4805,2389000,1988,3001,SINGLE_FAMILY,2120000,4,3,2416,,Keller Williams San Francisco,,FOR_SALE,2
162,1235 McAllister St APT 215,San Francisco,CA,94115,37.778034,-122.43251,470136,2000,41261,CONDO,436000,1,1,666,426,Compass,303500,FOR_SALE,1
163,3000-3002 Baker St,San Francisco,CA,94123,37.79878,-122.445786,1999000,1940,1459,MULTI_FAMILY,2174400,4,2,2400,,Proof Real Estate,1650000,FOR_SALE,3
164,1770 Revere Ave,San Francisco,CA,94124,37.733597,-122.393036,859000,1936,2495,SINGLE_FAMILY,,2,1,916,,Compass,316000,FOR_SALE,3
165,41 Kiska Rd,San Francisco,CA,94124,37.730213,-122.37898,484921,1996,118849,TOWNHOUSE,491900,2,2,1272,515,Own Real Estate,368461,FOR_SALE,2
166,70 Hartford St,San Francisco,CA,94114,37.761337,-122.43425,2295000,1901,3520,CONDO,2248700,3,2,1635,398,"Aalto, Inc",2070000,FOR_SALE,1
167,1300 22nd St #114,San Francisco,CA,94107,37.75796,-122.39457,899000,2016,31999,CONDO,950000,1,1,773,674,Compass,728000,FOR_SALE,0
168,721 Ulloa St,San Francisco,CA,94127,37.740524,-122.4635,1750000,1928,3001,SINGLE_FAMILY,2098200,2,2,0,,Compass,872000,FOR_SALE,3
169,96 Bitting Ave,San Francisco,CA,94124,37.727306,-122.39877,998000,1998,1500,SINGLE_FAMILY,1088600,3,2,1394,21,Compass,740000,FOR_SALE,1
170,1112 Cole St,San Francisco,CA,94117,37.763805,-122.44931,1595000,1908,1821,CONDO,1629600,3,1,1340,160,Coldwell Banker Realty,900000,FOR_SALE,1
171,1909-1911 Ellis St,San Francisco,CA,94115,37.78139,-122.43787,2498000,1900,3436,SINGLE_FAMILY,3209300,6,4,3436,,Intero Real Estate Services,1950000,FOR_SALE,0
172,2189 Pine St,San Francisco,CA,94115,37.788,-122.431694,3995000,1906,2622,MULTI_FAMILY,,,0,7254,,Coldwell Banker Realty,,FOR_SALE,0
173,61 Cragmont Ave,San Francisco,CA,94116,37.74993,-122.46771,2295000,0,0,SINGLE_FAMILY,2063300,3,2,0,,Compass,1350000,FOR_SALE,2
174,2412 Lake St,San Francisco,CA,94121,37.78599,-122.48545,3495000,1909,2700,SINGLE_FAMILY,2606500,4,4,2535,,Compass,1830000,FOR_SALE,1
175,1805 Buchanan St #1A,San Francisco,CA,94115,37.786793,-122.43032,1900000,2021,3163,CONDO,,1,2,1176,948,Compass,,FOR_SALE,1
176,1849 Chestnut St #2,San Francisco,CA,94123,37.800926,-122.43374,849000,1923,0,CONDO,,2,1,763,400,Sotheby's International Realty,,FOR_SALE,0
177,248 Cumberland St,San Francisco,CA,94114,37.759068,-122.429214,1325000,1900,2850,CONDO,1793200,2,2,1195,,Compass,1740000,FOR_SALE,1
178,1100 Broderick St,San Francisco,CA,94115,37.780567,-122.44041,4485000,1900,3484,SINGLE_FAMILY,4622800,5,4,4140,,Compass,2395000,FOR_SALE,2
179,62 Jennings Ct,San Francisco,CA,94124,37.717014,-122.39718,798000,1995,2702,CONDO,849800,3,2,1212,80,Compass,193000,FOR_SALE,2
180,966 Blair Ct,Palo Alto,CA,94303,37.442863,-122.12753,2998000,1955,8751,SINGLE_FAMILY,3480700,3,2,1561,,Compass,1275000,FOR_SALE,0
181,2140 High St,Palo Alto,CA,94301,37.431057,-122.143166,3000000,1938,5623,SINGLE_FAMILY,3304100,3,2,1232,,Compass,1560000,FOR_SALE,0
182,912 Cowper St,Palo Alto,CA,94301,37.44482,-122.154106,3998000,1970,5000,SINGLE_FAMILY,4607600,4,3,2644,,Keller Williams Palo Alto,,FOR_SALE,0
183,3708 Laguna Ave,Palo Alto,CA,94306,37.410343,-122.13805,5298000,2011,11129,SINGLE_FAMILY,5311400,4,5,3086,,Golden Gate Sotheby's International Realty,1547750,FOR_SALE,0
184,3291 Bryant St,Palo Alto,CA,94306,37.42304,-122.12574,4680000,2022,6730,SINGLE_FAMILY,3139000,5,4,2623,,Compass,2850000,FOR_SALE,0
185,628 Wellsbury Way,Palo Alto,CA,94306,37.428883,-122.12568,3798000,1955,7257,SINGLE_FAMILY,4098500,3,3,1786,,Keller Williams Palo Alto,3330000,FOR_SALE,0
186,1975 Webster St,Palo Alto,CA,94301,37.438232,-122.13963,16800000,2021,10497,SINGLE_FAMILY,17051186,6,6,6129,,Golden Gate Sotheby's International Realty,6600000,FOR_SALE,0
187,993 Los Robles Ave,Palo Alto,CA,94306,37.406742,-122.133644,8449000,2021,10397,SINGLE_FAMILY,,5,7,5383,,Veev Living,,FOR_SALE,0
188,440 Cesano Ct APT 210,Palo Alto,CA,94306,37.405403,-122.11726,1698888,1981,2178,CONDO,1891700,3,2,1850,695,Compass,1398000,FOR_SALE,1
189,765 San Antonio Rd APT 37,Palo Alto,CA,94303,37.418694,-122.10296,1299990,1976,1058,CONDO,1400500,2,2,1030,605,EastWest Realty,1160000,FOR_SALE,1
190,350 Channing Ave,Palo Alto,CA,94301,37.443405,-122.15573,3800000,1960,4133,MULTI_FAMILY,4242200,,0,2480,,Marcus & Millichap,,FOR_SALE,0
191,251 Middlefield Rd,Palo Alto,CA,94301,37.452625,-122.15936,9988000,1915,10005,MULTI_FAMILY,9841497,,0,5939,,Compass,3169750,FOR_SALE,0
192,325 Channing Ave APT 117,Palo Alto,CA,94301,37.44364,-122.1566,5000000,2004,1306,CONDO,5135593,2,3,2100,1013,Investment Capital Partners,4450000,FOR_SALE,2
193,676-680 Colorado Ave,Palo Alto,CA,94306,37.43255,-122.129,2828000,1948,5227,MULTI_FAMILY,3237000,,0,1395,,Giant Realty Inc.,2188000,FOR_SALE,0
194,101 Alma St APT 102,Palo Alto,CA,94301,37.44713,-122.16833,999950,1960,1306,CONDO,999957,1,1,1032,816,Compass,,FOR_SALE,0
195,2965 Emerson St,Palo Alto,CA,94306,37.424927,-122.13213,4588000,1957,8128,MULTI_FAMILY,,,0,3799,,RE/MAX Star Properties,,FOR_SALE,0
196,3094 Emerson St,Palo Alto,CA,94306,37.423473,-122.13087,2595000,1961,9395,MULTI_FAMILY,2977500,,0,1978,,Coldwell Banker Realty,1225000,FOR_SALE,0
197,776 Rosewood Dr,Palo Alto,CA,94303,37.435184,-122.1277,5595000,2022,8093,SINGLE_FAMILY,5920300,4,4,3000,,Compass,3000000,FOR_SALE,0
198,966 Blair Ct,Palo Alto,CA,94303,37.442863,-122.12753,2998000,1955,8751,SINGLE_FAMILY,3480700,3,2,1561,,Compass,1275000,FOR_SALE,0
199,2140 High St,Palo Alto,CA,94301,37.431057,-122.143166,3000000,1938,5623,SINGLE_FAMILY,3304100,3,2,1232,,Compass,1560000,FOR_SALE,0
200,912 Cowper St,Palo Alto,CA,94301,37.44482,-122.154106,3998000,1970,5000,SINGLE_FAMILY,4607600,4,3,2644,,Keller Williams Palo Alto,,FOR_SALE,0
201,3708 Laguna Ave,Palo Alto,CA,94306,37.410343,-122.13805,5298000,2011,11129,SINGLE_FAMILY,5311400,4,5,3086,,Golden Gate Sotheby's International Realty,1547750,FOR_SALE,0
202,3291 Bryant St,Palo Alto,CA,94306,37.42304,-122.12574,4680000,2022,6730,SINGLE_FAMILY,3139000,5,4,2623,,Compass,2850000,FOR_SALE,0
203,628 Wellsbury Way,Palo Alto,CA,94306,37.428883,-122.12568,3798000,1955,7257,SINGLE_FAMILY,4098500,3,3,1786,,Keller Williams Palo Alto,3330000,FOR_SALE,0
204,1975 Webster St,Palo Alto,CA,94301,37.438232,-122.13963,16800000,2021,10497,SINGLE_FAMILY,17051186,6,6,6129,,Golden Gate Sotheby's International Realty,6600000,FOR_SALE,0
205,993 Los Robles Ave,Palo Alto,CA,94306,37.406742,-122.133644,8449000,2021,10397,SINGLE_FAMILY,,5,7,5383,,Veev Living,,FOR_SALE,0
206,440 Cesano Ct APT 210,Palo Alto,CA,94306,37.405403,-122.11726,1698888,1981,2178,CONDO,1891700,3,2,1850,695,Compass,1398000,FOR_SALE,1
207,966 Blair Ct,Palo Alto,CA,94303,37.442863,-122.12753,2998000,1955,8751,SINGLE_FAMILY,3480700,3,2,1561,,Compass,1275000,FOR_SALE,0
208,2140 High St,Palo Alto,CA,94301,37.431057,-122.143166,3000000,1938,5623,SINGLE_FAMILY,3304100,3,2,1232,,Compass,1560000,FOR_SALE,0
209,912 Cowper St,Palo Alto,CA,94301,37.44482,-122.154106,3998000,1970,5000,SINGLE_FAMILY,4607600,4,3,2644,,Keller Williams Palo Alto,,FOR_SALE,0
210,3708 Laguna Ave,Palo Alto,CA,94306,37.410343,-122.13805,5298000,2011,11129,SINGLE_FAMILY,5311400,4,5,3086,,Golden Gate Sotheby's International Realty,1547750,FOR_SALE,0
211,3291 Bryant St,Palo Alto,CA,94306,37.42304,-122.12574,4680000,2022,6730,SINGLE_FAMILY,3139000,5,4,2623,,Compass,2850000,FOR_SALE,0
212,628 Wellsbury Way,Palo Alto,CA,94306,37.428883,-122.12568,3798000,1955,7257,SINGLE_FAMILY,4098500,3,3,1786,,Keller Williams Palo Alto,3330000,FOR_SALE,0
213,1975 Webster St,Palo Alto,CA,94301,37.438232,-122.13963,16800000,2021,10497,SINGLE_FAMILY,17051186,6,6,6129,,Golden Gate Sotheby's International Realty,6600000,FOR_SALE,0
214,993 Los Robles Ave,Palo Alto,CA,94306,37.406742,-122.133644,8449000,2021,10397,SINGLE_FAMILY,,5,7,5383,,Veev Living,,FOR_SALE,0
215,440 Cesano Ct APT 210,Palo Alto,CA,94306,37.405403,-122.11726,1698888,1981,2178,CONDO,1891700,3,2,1850,695,Compass,1398000,FOR_SALE,1
216,943 Las Palmas Dr,Santa Clara,CA,95051,37.342304,-121.971756,1498000,1955,5702,SINGLE_FAMILY,1866360,3,2,1166,,Compass,1090000,FOR_SALE,0
217,2985 Warburton Ave,Santa Clara,CA,95051,37.355152,-121.98146,1899000,1956,5789,SINGLE_FAMILY,2172700,4,4,1991,,Keller Williams Realty - Cupertino,510000,FOR_SALE,2
218,2250 Monroe St APT 262,Santa Clara,CA,95050,37.36138,-121.96313,599900,1987,435,CONDO,,2,1,858,499,Maxreal,345000,FOR_SALE,0
219,2200 Agnew Rd APT 117,Santa Clara,CA,95054,37.392223,-121.96391,799000,1982,1648,CONDO,884389,2,2,1316,747,Intero Real Estate Services,312000,FOR_SALE,0
220,1549 Pratt Pl,Santa Clara,CA,95050,37.356308,-121.943504,1248000,2018,818,TOWNHOUSE,1592900,3,4,1840,265,Maxreal Property,1201608,FOR_SALE,0
221,961 Maryann Dr,Santa Clara,CA,95050,37.344707,-121.96749,1599000,1953,8367,SINGLE_FAMILY,1555500,4,2,1511,,Coldwell Banker Realty,,FOR_SALE,0
222,1880 Catherine St,Santa Clara,CA,95050,37.34975,-121.958755,1298000,1947,5858,SINGLE_FAMILY,1595700,2,2,1380,,Maxreal Property,840000,FOR_SALE,0
223,1730 Halford Ave APT 244,Santa Clara,CA,95051,37.35407,-121.999245,630000,1970,1554,CONDO,,2,2,983,645,Intero Real Estate Services,188000,FOR_SALE,0
224,936 Kiely Blvd UNIT I,Santa Clara,CA,95051,37.342937,-121.978676,575000,1971,924,CONDO,590800,2,1,882,515,Keller Williams Realty - Cupertino,370000,FOR_SALE,0
225,1883 Agnew Rd UNIT 218,Santa Clara,CA,95054,37.39546,-121.958046,638888,2006,435,CONDO,668171,1,1,870,409,TiJomann,344000,FOR_SALE,0
226,907 Civic Center Dr,Santa Clara,CA,95050,37.355953,-121.94669,1059888,1900,3802,SINGLE_FAMILY,1132100,4,2,992,,Powerful Agents Real Estate Services,,FOR_SALE,0
227,2120 Town & Country Ln,Santa Clara,CA,95050,37.33652,-121.95763,1665000,1962,7331,MULTI_FAMILY,1900700,5,4,2251,,Atria Real Estate,865000,FOR_SALE,2
228,656 Scott Blvd,Santa Clara,CA,95050,37.3405,-121.95842,1499950,1947,6394,SINGLE_FAMILY,1818592,3,2,1390,,Intero Real Estate Services,1200000,FOR_SALE,0
229,617 Kiely Blvd,Santa Clara,CA,95051,37.33351,-121.97358,1599000,1955,7387,SINGLE_FAMILY,1969500,3,2,1254,,Montalvo Realty,,FOR_SALE,0
230,4072 Lick Mill Blvd,Santa Clara,CA,95054,37.39744,-121.94435,1450000,2004,1263,TOWNHOUSE,1698700,3,3,1700,393,KW Silicon City,1488000,FOR_SALE,0
231,3901 Lick Mill Blvd APT 232,Santa Clara,CA,95054,37.396397,-121.94274,699888,2005,834,CONDO,735092,1,1,834,398,Redfin,335000,FOR_SALE,0
232,643 Scott Blvd,Santa Clara,CA,95050,37.3402,-121.95755,1799000,1947,7039,SINGLE_FAMILY,2097932,4,4,2160,,KW Silicon City,938000,FOR_SALE,0
233,884 Bing Dr,Santa Clara,CA,95051,37.340797,-121.99311,2188000,1963,7074,MULTI_FAMILY,2095600,,0,4152,,SiliconValley MultiFamilyGroup,,FOR_SALE,0
234,943 Las Palmas Dr,Santa Clara,CA,95051,37.342304,-121.971756,1498000,1955,5702,SINGLE_FAMILY,1866360,3,2,1166,,Compass,1090000,FOR_SALE,0
235,2985 Warburton Ave,Santa Clara,CA,95051,37.355152,-121.98146,1899000,1956,5789,SINGLE_FAMILY,2172700,4,4,1991,,Keller Williams Realty - Cupertino,510000,FOR_SALE,2
236,2250 Monroe St APT 262,Santa Clara,CA,95050,37.36138,-121.96313,599900,1987,435,CONDO,,2,1,858,499,Maxreal,345000,FOR_SALE,0
237,2200 Agnew Rd APT 117,Santa Clara,CA,95054,37.392223,-121.96391,799000,1982,1648,CONDO,884389,2,2,1316,747,Intero Real Estate Services,312000,FOR_SALE,0
238,1549 Pratt Pl,Santa Clara,CA,95050,37.356308,-121.943504,1248000,2018,818,TOWNHOUSE,1592900,3,4,1840,265,Maxreal Property,1201608,FOR_SALE,0
239,961 Maryann Dr,Santa Clara,CA,95050,37.344707,-121.96749,1599000,1953,8367,SINGLE_FAMILY,1555500,4,2,1511,,Coldwell Banker Realty,,FOR_SALE,0
240,1880 Catherine St,Santa Clara,CA,95050,37.34975,-121.958755,1298000,1947,5858,SINGLE_FAMILY,1595700,2,2,1380,,Maxreal Property,840000,FOR_SALE,0
241,1730 Halford Ave APT 244,Santa Clara,CA,95051,37.35407,-121.999245,630000,1970,1554,CONDO,,2,2,983,645,Intero Real Estate Services,188000,FOR_SALE,0
242,936 Kiely Blvd UNIT I,Santa Clara,CA,95051,37.342937,-121.978676,575000,1971,924,CONDO,590800,2,1,882,515,Keller Williams Realty - Cupertino,370000,FOR_SALE,0
243,943 Las Palmas Dr,Santa Clara,CA,95051,37.342304,-121.971756,1498000,1955,5702,SINGLE_FAMILY,1866360,3,2,1166,,Compass,1090000,FOR_SALE,0
244,2985 Warburton Ave,Santa Clara,CA,95051,37.355152,-121.98146,1899000,1956,5789,SINGLE_FAMILY,2172700,4,4,1991,,Keller Williams Realty - Cupertino,510000,FOR_SALE,2
245,2250 Monroe St APT 262,Santa Clara,CA,95050,37.36138,-121.96313,599900,1987,435,CONDO,,2,1,858,499,Maxreal,345000,FOR_SALE,0
246,2200 Agnew Rd APT 117,Santa Clara,CA,95054,37.392223,-121.96391,799000,1982,1648,CONDO,884389,2,2,1316,747,Intero Real Estate Services,312000,FOR_SALE,0
247,1549 Pratt Pl,Santa Clara,CA,95050,37.356308,-121.943504,1248000,2018,818,TOWNHOUSE,1592900,3,4,1840,265,Maxreal Property,1201608,FOR_SALE,0
248,961 Maryann Dr,Santa Clara,CA,95050,37.344707,-121.96749,1599000,1953,8367,SINGLE_FAMILY,1555500,4,2,1511,,Coldwell Banker Realty,,FOR_SALE,0
249,1880 Catherine St,Santa Clara,CA,95050,37.34975,-121.958755,1298000,1947,5858,SINGLE_FAMILY,1595700,2,2,1380,,Maxreal Property,840000,FOR_SALE,0
250,1730 Halford Ave APT 244,Santa Clara,CA,95051,37.35407,-121.999245,630000,1970,1554,CONDO,,2,2,983,645,Intero Real Estate Services,188000,FOR_SALE,0
251,936 Kiely Blvd UNIT I,Santa Clara,CA,95051,37.342937,-121.978676,575000,1971,924,CONDO,590800,2,1,882,515,Keller Williams Realty - Cupertino,370000,FOR_SALE,0
252,10047 Crescent Rd,Cupertino,CA,95014,37.32418,-122.063515,5580000,2022,10998,SINGLE_FAMILY,4423400,6,7,3785,,Compass,2200000,FOR_SALE,0
253,21743 Alcazar Ave,Cupertino,CA,95014,37.317863,-122.05489,1700000,1965,7562,SINGLE_FAMILY,2725300,3,2,1539,,Intero Real Estate Services,,FOR_SALE,1
254,7552 Heatherwood Dr,Cupertino,CA,95014,37.308956,-122.03796,2998000,1960,13873,SINGLE_FAMILY,3710427,4,3,2285,,Coldwell Banker Realty,618000,FOR_SALE,0
255,10218 Mira Vista Rd,Cupertino,CA,95014,37.320087,-122.06463,2688000,1954,10332,SINGLE_FAMILY,2868000,4,3,2071,,Compass,,FOR_SALE,0
256,10380 Sterling Blvd,Cupertino,CA,95014,37.317604,-121.99692,3200000,2015,8224,SINGLE_FAMILY,3746300,5,5,3156,,Coldwell Banker Realty,2410000,FOR_SALE,0
257,1480 Aster Ct,Cupertino,CA,95014,37.296394,-122.03957,2388000,1968,5998,SINGLE_FAMILY,3109600,4,3,1758,,W Star Investment Inc,1660000,FOR_SALE,0
258,10532 Cedar Tree Ct,Cupertino,CA,95014,37.330704,-122.024025,2998000,1963,7753,SINGLE_FAMILY,3726900,4,3,1687,,Intero Real Estate Services,592000,FOR_SALE,0
259,10618 Gascoigne Dr,Cupertino,CA,95014,37.31301,-121.99857,4098000,2022,5675,SINGLE_FAMILY,1733900,6,4,2653,,Compass,1850000,FOR_SALE,0
260,21062 Red Fir Ct,Cupertino,CA,95014,37.314377,-122.04267,999000,1971,1585,TOWNHOUSE,1067830,2,1,914,376,Maxreal,1265000,FOR_SALE,0
261,10047 Crescent Rd,Cupertino,CA,95014,37.32418,-122.063515,5580000,2022,10998,SINGLE_FAMILY,4423400,6,7,3785,,Compass,2200000,FOR_SALE,0
262,21743 Alcazar Ave,Cupertino,CA,95014,37.317863,-122.05489,1700000,1965,7562,SINGLE_FAMILY,2725300,3,2,1539,,Intero Real Estate Services,,FOR_SALE,1
263,7552 Heatherwood Dr,Cupertino,CA,95014,37.308956,-122.03796,2998000,1960,13873,SINGLE_FAMILY,3710427,4,3,2285,,Coldwell Banker Realty,618000,FOR_SALE,0
264,10218 Mira Vista Rd,Cupertino,CA,95014,37.320087,-122.06463,2688000,1954,10332,SINGLE_FAMILY,2868000,4,3,2071,,Compass,,FOR_SALE,0
265,10380 Sterling Blvd,Cupertino,CA,95014,37.317604,-121.99692,3200000,2015,8224,SINGLE_FAMILY,3746300,5,5,3156,,Coldwell Banker Realty,2410000,FOR_SALE,0
266,1480 Aster Ct,Cupertino,CA,95014,37.296394,-122.03957,2388000,1968,5998,SINGLE_FAMILY,3109600,4,3,1758,,W Star Investment Inc,1660000,FOR_SALE,0
267,10532 Cedar Tree Ct,Cupertino,CA,95014,37.330704,-122.024025,2998000,1963,7753,SINGLE_FAMILY,3726900,4,3,1687,,Intero Real Estate Services,592000,FOR_SALE,0
268,10618 Gascoigne Dr,Cupertino,CA,95014,37.31301,-121.99857,4098000,2022,5675,SINGLE_FAMILY,1733900,6,4,2653,,Compass,1850000,FOR_SALE,0
269,21062 Red Fir Ct,Cupertino,CA,95014,37.314377,-122.04267,999000,1971,1585,TOWNHOUSE,1067830,2,1,914,376,Maxreal,1265000,FOR_SALE,0
270,10047 Crescent Rd,Cupertino,CA,95014,37.32418,-122.063515,5580000,2022,10998,SINGLE_FAMILY,4423400,6,7,3785,,Compass,2200000,FOR_SALE,0
271,21743 Alcazar Ave,Cupertino,CA,95014,37.317863,-122.05489,1700000,1965,7562,SINGLE_FAMILY,2725300,3,2,1539,,Intero Real Estate Services,,FOR_SALE,1
272,7552 Heatherwood Dr,Cupertino,CA,95014,37.308956,-122.03796,2998000,1960,13873,SINGLE_FAMILY,3710427,4,3,2285,,Coldwell Banker Realty,618000,FOR_SALE,0
273,10218 Mira Vista Rd,Cupertino,CA,95014,37.320087,-122.06463,2688000,1954,10332,SINGLE_FAMILY,2868000,4,3,2071,,Compass,,FOR_SALE,0
274,10380 Sterling Blvd,Cupertino,CA,95014,37.317604,-121.99692,3200000,2015,8224,SINGLE_FAMILY,3746300,5,5,3156,,Coldwell Banker Realty,2410000,FOR_SALE,0
275,1480 Aster Ct,Cupertino,CA,95014,37.296394,-122.03957,2388000,1968,5998,SINGLE_FAMILY,3109600,4,3,1758,,W Star Investment Inc,1660000,FOR_SALE,0
276,10532 Cedar Tree Ct,Cupertino,CA,95014,37.330704,-122.024025,2998000,1963,7753,SINGLE_FAMILY,3726900,4,3,1687,,Intero Real Estate Services,592000,FOR_SALE,0
277,10618 Gascoigne Dr,Cupertino,CA,95014,37.31301,-121.99857,4098000,2022,5675,SINGLE_FAMILY,1733900,6,4,2653,,Compass,1850000,FOR_SALE,0
278,21062 Red Fir Ct,Cupertino,CA,95014,37.314377,-122.04267,999000,1971,1585,TOWNHOUSE,1067830,2,1,914,376,Maxreal,1265000,FOR_SALE,0
279,10047 Crescent Rd,Cupertino,CA,95014,37.32418,-122.063515,5580000,2022,10998,SINGLE_FAMILY,4423400,6,7,3785,,Compass,2200000,FOR_SALE,0
280,21743 Alcazar Ave,Cupertino,CA,95014,37.317863,-122.05489,1700000,1965,7562,SINGLE_FAMILY,2725300,3,2,1539,,Intero Real Estate Services,,FOR_SALE,1
281,7552 Heatherwood Dr,Cupertino,CA,95014,37.308956,-122.03796,2998000,1960,13873,SINGLE_FAMILY,3710427,4,3,2285,,Coldwell Banker Realty,618000,FOR_SALE,0
282,10218 Mira Vista Rd,Cupertino,CA,95014,37.320087,-122.06463,2688000,1954,10332,SINGLE_FAMILY,2868000,4,3,2071,,Compass,,FOR_SALE,0
283,10380 Sterling Blvd,Cupertino,CA,95014,37.317604,-121.99692,3200000,2015,8224,SINGLE_FAMILY,3746300,5,5,3156,,Coldwell Banker Realty,2410000,FOR_SALE,0
284,1480 Aster Ct,Cupertino,CA,95014,37.296394,-122.03957,2388000,1968,5998,SINGLE_FAMILY,3109600,4,3,1758,,W Star Investment Inc,1660000,FOR_SALE,0
285,10532 Cedar Tree Ct,Cupertino,CA,95014,37.330704,-122.024025,2998000,1963,7753,SINGLE_FAMILY,3726900,4,3,1687,,Intero Real Estate Services,592000,FOR_SALE,0
286,10618 Gascoigne Dr,Cupertino,CA,95014,37.31301,-121.99857,4098000,2022,5675,SINGLE_FAMILY,1733900,6,4,2653,,Compass,1850000,FOR_SALE,0
287,21062 Red Fir Ct,Cupertino,CA,95014,37.314377,-122.04267,999000,1971,1585,TOWNHOUSE,1067830,2,1,914,376,Maxreal,1265000,FOR_SALE,0
288,476 Walnut Dr,Milpitas,CA,95035,37.436134,-121.91612,1095900,1960,5929,SINGLE_FAMILY,1153600,3,1,980,,Wisestream Inc.,902000,FOR_SALE,2
289,1101 S Main St APT 321,Milpitas,CA,95035,37.413563,-121.90229,549888,2007,435,CONDO,,1,1,635,501,Legacy Real Estate & Assoc.,325000,FOR_SALE,1
290,924 Smith Ln,Milpitas,CA,95035,37.43286,-121.888916,1490000,2012,1550,SINGLE_FAMILY,1751500,4,4,2147,155,Compass,,FOR_SALE,0
291,420 Dempsey Rd UNIT 122,Milpitas,CA,95035,37.42827,-121.88359,649888,2007,1021,CONDO,707168,3,2,1021,525,RE/MAX Gold,190000,FOR_SALE,0
292,1421 S Milpitas Blvd,Milpitas,CA,95035,37.413914,-121.88748,749000,2018,344,CONDO,787300,1,2,910,,Century 21 Realty Alliance,,FOR_SALE,1
293,762 Hammond Way,Milpitas,CA,95035,37.420074,-121.90261,798888,2005,971,CONDO,893671,2,3,1192,318,Intero Real Estate Services,500000,FOR_SALE,0
294,149-151 Marylinn Dr,Milpitas,CA,95035,37.43658,-121.90966,1299888,1960,9600,MULTI_FAMILY,,,0,1664,,Keller Williams Realty-Silicon Valley,,FOR_SALE,0
295,760 Via Baja Dr,Milpitas,CA,95035,37.444355,-121.89486,2099000,1982,10092,SINGLE_FAMILY,2081500,4,3,2038,,168 Realty,1230000,FOR_SALE,0
296,531 Greathouse Dr,Milpitas,CA,95035,37.45975,-121.90111,1249000,1961,5227,SINGLE_FAMILY,1524000,3,2,1085,,"Exp Realty Of California, Inc",840000,FOR_SALE,2
297,476 Walnut Dr,Milpitas,CA,95035,37.436134,-121.91612,1095900,1960,5929,SINGLE_FAMILY,1153600,3,1,980,,Wisestream Inc.,902000,FOR_SALE,2
298,1101 S Main St APT 321,Milpitas,CA,95035,37.413563,-121.90229,549888,2007,435,CONDO,,1,1,635,501,Legacy Real Estate & Assoc.,325000,FOR_SALE,1
299,924 Smith Ln,Milpitas,CA,95035,37.43286,-121.888916,1490000,2012,1550,SINGLE_FAMILY,1751500,4,4,2147,155,Compass,,FOR_SALE,0
300,420 Dempsey Rd UNIT 122,Milpitas,CA,95035,37.42827,-121.88359,649888,2007,1021,CONDO,707168,3,2,1021,525,RE/MAX Gold,190000,FOR_SALE,0
301,1421 S Milpitas Blvd,Milpitas,CA,95035,37.413914,-121.88748,749000,2018,344,CONDO,787300,1,2,910,,Century 21 Realty Alliance,,FOR_SALE,1
302,762 Hammond Way,Milpitas,CA,95035,37.420074,-121.90261,798888,2005,971,CONDO,893671,2,3,1192,318,Intero Real Estate Services,500000,FOR_SALE,0
303,149-151 Marylinn Dr,Milpitas,CA,95035,37.43658,-121.90966,1299888,1960,9600,MULTI_FAMILY,,,0,1664,,Keller Williams Realty-Silicon Valley,,FOR_SALE,0
304,760 Via Baja Dr,Milpitas,CA,95035,37.444355,-121.89486,2099000,1982,10092,SINGLE_FAMILY,2081500,4,3,2038,,168 Realty,1230000,FOR_SALE,0
305,531 Greathouse Dr,Milpitas,CA,95035,37.45975,-121.90111,1249000,1961,5227,SINGLE_FAMILY,1524000,3,2,1085,,"Exp Realty Of California, Inc",840000,FOR_SALE,2
306,476 Walnut Dr,Milpitas,CA,95035,37.436134,-121.91612,1095900,1960,5929,SINGLE_FAMILY,1153600,3,1,980,,Wisestream Inc.,902000,FOR_SALE,2
307,1101 S Main St APT 321,Milpitas,CA,95035,37.413563,-121.90229,549888,2007,435,CONDO,,1,1,635,501,Legacy Real Estate & Assoc.,325000,FOR_SALE,1
308,924 Smith Ln,Milpitas,CA,95035,37.43286,-121.888916,1490000,2012,1550,SINGLE_FAMILY,1751500,4,4,2147,155,Compass,,FOR_SALE,0
309,420 Dempsey Rd UNIT 122,Milpitas,CA,95035,37.42827,-121.88359,649888,2007,1021,CONDO,707168,3,2,1021,525,RE/MAX Gold,190000,FOR_SALE,0
310,1421 S Milpitas Blvd,Milpitas,CA,95035,37.413914,-121.88748,749000,2018,344,CONDO,787300,1,2,910,,Century 21 Realty Alliance,,FOR_SALE,1
