,StreetAddress,City,State,ZipCode,Latitude,Longitude,Price,YearBuilt,LotSize,HomeType,Zestimate,Bedrooms,Bathrooms,LivingArea,HOA,BrokerageName,LastSoldPrice,HomeStatus,Parking
649,216 Lasso Cir,San Ramon,CA,94583,37.7597,-121.98169,2250000,1981,17424,SINGLE_FAMILY,2218600,4,3,2776,40,Geary Real Estate,378000,FOR_SALE,3
650,1745 Blakesley Dr,San Ramon,CA,94582,37.76483,-121.90268,1898888,2002,3920,SINGLE_FAMILY,2079700,4,3,2363,,Compass,1570000,FOR_SALE,2
651,758 Galemeadow Cir,San Ramon,CA,94582,37.784985,-121.92796,1149900,1995,2178,TOWNHOUSE,1184500,3,3,1587,260,Sereno,352000,FOR_SALE,2
652,4057 W Lakeshore Dr,San Ramon,CA,94582,37.785343,-121.94671,1399000,1990,4791,TOWNHOUSE,1486100,3,3,1900,705,Bhhs Drysdale Properties,865000,FOR_SALE,2
653,6919 Wisteria St,San Ramon,CA,94583,37.73131,-121.924416,899000,1963,5702,SINGLE_FAMILY,946700,2,2,1165,27,Lyon RE Elk Grove,287000,FOR_SALE,1
654,5035 Rowan Dr,San Ramon,CA,94582,37.7597,-121.91344,1649888,2015,3484,SINGLE_FAMILY,1583800,3,3,2183,160,Keller Williams Tri-valley,911500,FOR_SALE,2
655,2235 Magnolia Bridge Dr,San Ramon,CA,94582,37.772762,-121.91745,1688000,2004,5227,SINGLE_FAMILY,1706400,3,3,2144,154,Rp Estates,630000,FOR_SALE,3
656,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
657,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
658,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
659,540 La Copita Ct,San Ramon,CA,94583,37.772133,-121.97983,680000,1971,871,TOWNHOUSE,694400,2,2,1064,355,Keller Williams Realty,520000,FOR_SALE,1
660,511 Marlboro Ct,San Ramon,CA,94583,37.749416,-121.95291,1499000,1978,7405,SINGLE_FAMILY,1234600,4,2,1520,,Compass,,FOR_SALE,2
661,216 Lasso Cir,San Ramon,CA,94583,37.7597,-121.98169,2250000,1981,17424,SINGLE_FAMILY,2218600,4,3,2776,40,Geary Real Estate,378000,FOR_SALE,3
662,1745 Blakesley Dr,San Ramon,CA,94582,37.76483,-121.90268,1898888,2002,3920,SINGLE_FAMILY,2079700,4,3,2363,,Compass,1570000,FOR_SALE,2
663,758 Galemeadow Cir,San Ramon,CA,94582,37.784985,-121.92796,1149900,1995,2178,TOWNHOUSE,1184500,3,3,1587,260,Sereno,352000,FOR_SALE,2
664,4057 W Lakeshore Dr,San Ramon,CA,94582,37.785343,-121.94671,1399000,1990,4791,TOWNHOUSE,1486100,3,3,1900,705,Bhhs Drysdale Properties,865000,FOR_SALE,2
665,6919 Wisteria St,San Ramon,CA,94583,37.73131,-121.924416,899000,1963,5702,SINGLE_FAMILY,946700,2,2,1165,27,Lyon RE Elk Grove,287000,FOR_SALE,1
666,5035 Rowan Dr,San Ramon,CA,94582,37.7597,-121.91344,1649888,2015,3484,SINGLE_FAMILY,1583800,3,3,2183,160,Keller Williams Tri-valley,911500,FOR_SALE,2
667,2235 Magnolia Bridge Dr,San Ramon,CA,94582,37.772762,-121.91745,1688000,2004,5227,SINGLE_FAMILY,1706400,3,3,2144,154,Rp Estates,630000,FOR_SALE,3
668,540 La Copita Ct,San Ramon,CA,94583,37.772133,-121.97983,680000,1971,871,TOWNHOUSE,694400,2,2,1064,355,Keller Williams Realty,520000,FOR_SALE,1
669,511 Marlboro Ct,San Ramon,CA,94583,37.749416,-121.95291,1499000,1978,7405,SINGLE_FAMILY,1234600,4,2,1520,,Compass,,FOR_SALE,2
670,216 Lasso Cir,San Ramon,CA,94583,37.7597,-121.98169,2250000,1981,17424,SINGLE_FAMILY,2218600,4,3,2776,40,Geary Real Estate,378000,FOR_SALE,3
671,1745 Blakesley Dr,San Ramon,CA,94582,37.76483,-121.90268,1898888,2002,3920,SINGLE_FAMILY,2079700,4,3,2363,,Compass,1570000,FOR_SALE,2
672,758 Galemeadow Cir,San Ramon,CA,94582,37.784985,-121.92796,1149900,1995,2178,TOWNHOUSE,1184500,3,3,1587,260,Sereno,352000,FOR_SALE,2
673,4057 W Lakeshore Dr,San Ramon,CA,94582,37.785343,-121.94671,1399000,1990,4791,TOWNHOUSE,1486100,3,3,1900,705,Bhhs Drysdale Properties,865000,FOR_SALE,2
674,6919 Wisteria St,San Ramon,CA,94583,37.73131,-121.924416,899000,1963,5702,SINGLE_FAMILY,946700,2,2,1165,27,Lyon RE Elk Grove,287000,FOR_SALE,1
675,5035 Rowan Dr,San Ramon,CA,94582,37.7597,-121.91344,1649888,2015,3484,SINGLE_FAMILY,1583800,3,3,2183,160,Keller Williams Tri-valley,911500,FOR_SALE,2
676,2235 Magnolia Bridge Dr,San Ramon,CA,94582,37.772762,-121.91745,1688000,2004,5227,SINGLE_FAMILY,1706400,3,3,2144,154,Rp Estates,630000,FOR_SALE,3
677,501 Garrigan Ct,Danville,CA,94506,37.80018,-121.89915,2298800,1996,12632,SINGLE_FAMILY,2373800,4,3,2963,,Compass,1100000,FOR_SALE,3
678,9 Creekledge Ct,Danville,CA,94506,37.829967,-121.95344,2898800,1991,22215,SINGLE_FAMILY,3604600,5,5,5227,,Compass,1900000,FOR_SALE,3
679,215 Powhattan Ct,Danville,CA,94526,37.784546,-121.96823,1399950,1984,2613,TOWNHOUSE,1422700,3,3,1971,395,Compass,440000,FOR_SALE,2
680,4081 Eagle Nest Ln,Danville,CA,94506,37.816063,-121.89816,2599000,1986,7840,SINGLE_FAMILY,2820800,5,3,3705,189,Coldwell Banker Realty,1238000,FOR_SALE,3
681,267 Jasmine Way,Danville,CA,94506,37.7961,-121.90229,1798000,1997,6534,SINGLE_FAMILY,,4,3,2456,55,Compass,,FOR_SALE,3
682,56 Alexander Ln,Danville,CA,94526,37.809353,-121.99839,2590000,1971,16117,SINGLE_FAMILY,2614400,4,3,2393,,The Agency,,FOR_SALE,4
683,258 Via Encanto,San Ramon,CA,94583,37.78227,-121.98811,1988000,2018,3049,SINGLE_FAMILY,1950700,4,3,2683,180,Re/max Accord,1243000,FOR_SALE,2
684,27 Marques Ct,Danville,CA,94526,37.790344,-121.97561,975000,1972,6969,SINGLE_FAMILY,,3,2,1170,25,Rock & Associates Inc,,FOR_SALE,2
685,937 Spring Water St,Danville,CA,94506,37.80938,-121.8998,1899900,1991,7405,SINGLE_FAMILY,,4,3,3568,95,Coldwell Banker,400000,FOR_SALE,3
686,501 Garrigan Ct,Danville,CA,94506,37.80018,-121.89915,2298800,1996,12632,SINGLE_FAMILY,2373800,4,3,2963,,Compass,1100000,FOR_SALE,3
687,9 Creekledge Ct,Danville,CA,94506,37.829967,-121.95344,2898800,1991,22215,SINGLE_FAMILY,3604600,5,5,5227,,Compass,1900000,FOR_SALE,3
688,215 Powhattan Ct,Danville,CA,94526,37.784546,-121.96823,1399950,1984,2613,TOWNHOUSE,1422700,3,3,1971,395,Compass,440000,FOR_SALE,2
689,4081 Eagle Nest Ln,Danville,CA,94506,37.816063,-121.89816,2599000,1986,7840,SINGLE_FAMILY,2820800,5,3,3705,189,Coldwell Banker Realty,1238000,FOR_SALE,3
690,267 Jasmine Way,Danville,CA,94506,37.7961,-121.90229,1798000,1997,6534,SINGLE_FAMILY,,4,3,2456,55,Compass,,FOR_SALE,3
691,56 Alexander Ln,Danville,CA,94526,37.809353,-121.99839,2590000,1971,16117,SINGLE_FAMILY,2614400,4,3,2393,,The Agency,,FOR_SALE,4
692,258 Via Encanto,San Ramon,CA,94583,37.78227,-121.98811,1988000,2018,3049,SINGLE_FAMILY,1950700,4,3,2683,180,Re/max Accord,1243000,FOR_SALE,2
693,27 Marques Ct,Danville,CA,94526,37.790344,-121.97561,975000,1972,6969,SINGLE_FAMILY,,3,2,1170,25,Rock & Associates Inc,,FOR_SALE,2
694,937 Spring Water St,Danville,CA,94506,37.80938,-121.8998,1899900,1991,7405,SINGLE_FAMILY,,4,3,3568,95,Coldwell Banker,400000,FOR_SALE,3
695,501 Garrigan Ct,Danville,CA,94506,37.80018,-121.89915,2298800,1996,12632,SINGLE_FAMILY,2373800,4,3,2963,,Compass,1100000,FOR_SALE,3
696,9 Creekledge Ct,Danville,CA,94506,37.829967,-121.95344,2898800,1991,22215,SINGLE_FAMILY,3604600,5,5,5227,,Compass,1900000,FOR_SALE,3
697,215 Powhattan Ct,Danville,CA,94526,37.784546,-121.96823,1399950,1984,2613,TOWNHOUSE,1422700,3,3,1971,395,Compass,440000,FOR_SALE,2
698,4081 Eagle Nest Ln,Danville,CA,94506,37.816063,-121.89816,2599000,1986,7840,SINGLE_FAMILY,2820800,5,3,3705,189,Coldwell Banker Realty,1238000,FOR_SALE,3
699,267 Jasmine Way,Danville,CA,94506,37.7961,-121.90229,1798000,1997,6534,SINGLE_FAMILY,,4,3,2456,55,Compass,,FOR_SALE,3
700,56 Alexander Ln,Danville,CA,94526,37.809353,-121.99839,2590000,1971,16117,SINGLE_FAMILY,2614400,4,3,2393,,The Agency,,FOR_SALE,4
701,258 Via Encanto,San Ramon,CA,94583,37.78227,-121.98811,1988000,2018,3049,SINGLE_FAMILY,1950700,4,3,2683,180,Re/max Accord,1243000,FOR_SALE,2
702,27 Marques Ct,Danville,CA,94526,37.790344,-121.97561,975000,1972,6969,SINGLE_FAMILY,,3,2,1170,25,Rock & Associates Inc,,FOR_SALE,2
703,937 Spring Water St,Danville,CA,94506,37.80938,-121.8998,1899900,1991,7405,SINGLE_FAMILY,,4,3,3568,95,Coldwell Banker,400000,FOR_SALE,3
704,501 Garrigan Ct,Danville,CA,94506,37.80018,-121.89915,2298800,1996,12632,SINGLE_FAMILY,2373800,4,3,2963,,Compass,1100000,FOR_SALE,3
705,9 Creekledge Ct,Danville,CA,94506,37.829967,-121.95344,2898800,1991,22215,SINGLE_FAMILY,3604600,5,5,5227,,Compass,1900000,FOR_SALE,3
706,215 Powhattan Ct,Danville,CA,94526,37.784546,-121.96823,1399950,1984,2613,TOWNHOUSE,1422700,3,3,1971,395,Compass,440000,FOR_SALE,2
707,4081 Eagle Nest Ln,Danville,CA,94506,37.816063,-121.89816,2599000,1986,7840,SINGLE_FAMILY,2820800,5,3,3705,189,Coldwell Banker Realty,1238000,FOR_SALE,3
708,267 Jasmine Way,Danville,CA,94506,37.7961,-121.90229,1798000,1997,6534,SINGLE_FAMILY,,4,3,2456,55,Compass,,FOR_SALE,3
709,56 Alexander Ln,Danville,CA,94526,37.809353,-121.99839,2590000,1971,16117,SINGLE_FAMILY,2614400,4,3,2393,,The Agency,,FOR_SALE,4
710,258 Via Encanto,San Ramon,CA,94583,37.78227,-121.98811,1988000,2018,3049,SINGLE_FAMILY,1950700,4,3,2683,180,Re/max Accord,1243000,FOR_SALE,2
711,27 Marques Ct,Danville,CA,94526,37.790344,-121.97561,975000,1972,6969,SINGLE_FAMILY,,3,2,1170,25,Rock & Associates Inc,,FOR_SALE,2
712,937 Spring Water St,Danville,CA,94506,37.80938,-121.8998,1899900,1991,7405,SINGLE_FAMILY,,4,3,3568,95,Coldwell Banker,400000,FOR_SALE,3
